,lokasi,harga,kamar,luas_bangunan,luas_lahan,longitude,latitude
1428,Plombokan,750000000.0,2,100,100,110.40974979999999,-6.9712842
1429,Semarang,650000000.0,3,70,84,110.4229104,-6.9903987999999995
1430,Tembalang,1490000000.0,3,90,90,110.45952907126915,-7.04583375
1432,Ngaliyan,1600000000.0,5,245,135,110.32811600554784,-6.99605755
1435,Pedurungan,775000000.0,3,80,150,110.4738378,-7.0027211
1436,Semarang,650000000.0,3,85,116,110.4229104,-6.9903987999999995
1440,Pudakpayung,285000000.0,2,60,84,110.4096871,-7.094523
1444,Rejosari,1200000000.0,3,185,185,110.4383227,-6.979735099999999
1445,Plamongansari,650000000.0,3,120,108,110.48603882799999,-7.0240899500000005
1446,Pamularsih,950000000.0,4,130,153,110.3984635,-6.9941508
1447,Banyumanik,750000000.0,2,100,145,110.42012735052951,-7.06802325
1449,Banyumanik,850000000.0,3,100,154,110.42012735052951,-7.06802325
1450,Tembalang,600000000.0,3,54,119,110.45952907126915,-7.04583375
1451,Sambiroto,650000000.0,2,36,110,110.45565500000001,-7.0324677
1452,Semarang,5000000000.0,4,290,170,110.4229104,-6.9903987999999995
1454,Semarang,2250000000.0,2,144,144,110.4229104,-6.9903987999999995
1455,Semarang,975000000.0,4,150,175,110.4229104,-6.9903987999999995
1457,Semarang,800000000.0,4,140,70,110.4229104,-6.9903987999999995
1458,Semarang,1800000000.0,7,200,160,110.4229104,-6.9903987999999995
1459,Manyaran,1100000000.0,3,90,108,110.3854405,-7.0027694
1460,Kembangarum,850000000.0,3,217,217,110.3743815,-6.9959484
1461,Banyumanik,360000000.0,2,42,67,110.42012735052951,-7.06802325
1463,Krapyak,1700000000.0,3,150,150,110.37030459999998,-6.983488900000001
1465,Manyaran,1000000000.0,4,160,79,110.3854405,-7.0027694
1466,Kembangarum,1000000000.0,4,300,210,110.3743815,-6.9959484
1467,Semarang,475000000.0,3,80,91,110.4229104,-6.9903987999999995
1468,Banyumanik,910000000.0,3,100,179,110.42012735052951,-7.06802325
1470,Tembalang,600000000.0,2,32,72,110.45952907126915,-7.04583375
1471,Brumbungan,150500000.0,2,27,60,110.42594840000002,-6.9828863
1472,Pedurungan,561337000.0,2,40,72,110.4738378,-7.0027211
1475,Ngaliyan,2047000000.0,3,130,180,110.32811600554784,-6.99605755
1477,Semarang,720000000.0,3,60,140,110.4229104,-6.9903987999999995
1478,Tawangsari,1350000000.0,4,150,128,110.38756670000001,-6.9692814
1479,Tembalang,3000000000.0,5,270,230,110.45952907126915,-7.04583375
1480,Semarang,560000000.0,3,68,80,110.4229104,-6.9903987999999995
1481,Tembalang,635000000.0,2,38,132,110.45952907126915,-7.04583375
1483,Pamularsih,2100000000.0,4,150,245,110.3984635,-6.9941508
1484,Tlogomulyo,350000000.0,2,45,74,110.48109050000001,-6.9942871
1486,Semarang,400000000.0,2,36,90,110.4229104,-6.9903987999999995
1490,Pedurungan,575000000.0,2,108,108,110.4826054,-7.008032400000001
1491,Banyumanik,540000000.0,3,60,80,110.42012735052951,-7.06802325
1495,Ngesrep,2400000000.0,3,220,175,110.42604720000001,-7.0392094
1497,Ngesrep,1700000000.0,4,160,181,110.42604720000001,-7.0392094
1499,Genuk,335000000.0,2,50,70,110.47772717287395,-6.9655030500000015
1500,Semarang,480000000.0,3,96,96,110.4229104,-6.9903987999999995
1501,Semarang,850000000.0,2,70,148,110.4229104,-6.9903987999999995
1503,Sawah,200000000.0,2,63,64,110.4466966,-6.9708179
1505,Semarang,1500000000.0,3,105,138,110.4229104,-6.9903987999999995
1506,Semarang,380000000.0,2,40,76,110.4229104,-6.9903987999999995
1507,Semarang,500000000.0,3,108,108,110.4229104,-6.9903987999999995
1509,Semarang,675000000.0,2,87,87,110.4229104,-6.9903987999999995
1510,Pedurungan,1000000000.0,3,160,160,110.47735690000002,-7.0176717
1511,Jangli,4200000000.0,3,184,220,110.43926040000001,-7.0304178
1512,Panggung,750000000.0,2,100,100,110.4050445,-6.958015299999999
1513,Tlogosari,950000000.0,4,150,136,110.4706497,-6.9874018
1514,Ngaliyan,2200000000.0,4,275,160,110.32811600554784,-6.99605755
1515,Tlogosari,700000000.0,3,90,80,110.4706497,-6.9874018
1516,Krapyak,450000000.0,3,55,60,110.37030459999998,-6.983488900000001
1517,Tembalang,650000000.0,3,65,130,110.45952907126915,-7.04583375
1518,Ngaliyan,525000000.0,3,70,90,110.32811600554784,-6.99605755
1520,Panggung,850000000.0,3,127,120,110.4050445,-6.958015299999999
1521,Pedurungan,1500000000.0,6,289,129,110.4738378,-7.0027211
1523,Tembalang,690000000.0,3,123,123,110.45952907126915,-7.04583375
1524,Ngaliyan,800000000.0,4,90,90,110.32811600554784,-6.99605755
1525,Jangli,2500000000.0,4,170,205,110.43926040000001,-7.0304178
1526,Banyumanik,875000000.0,3,70,160,110.42012735052951,-7.06802325
1528,Banyumanik,875000000.0,3,70,160,110.42012735052951,-7.06802325
1530,Tembalang,485000000.0,2,40,96,110.45952907126915,-7.04583375
1531,Tembalang,1285000000.0,2,69,90,110.45952907126915,-7.04583375
1532,Tembalang,1350000000.0,3,195,195,110.45952907126915,-7.04583375
1533,Tembalang,1500000000.0,2,93,120,110.45952907126915,-7.04583375
1534,Tembalang,799000000.0,3,72,90,110.45952907126915,-7.04583375
1535,Tembalang,575500000.0,2,40,82,110.45952907126915,-7.04583375
1536,Tembalang,1000000000.0,3,100,138,110.45952907126915,-7.04583375
1537,Tembalang,635000000.0,2,38,128,110.45952907126915,-7.04583375
1538,Penggaron,400000000.0,2,45,90,110.495274,-7.011687299999999
1539,Semarang,475000000.0,2,45,90,110.4229104,-6.9903987999999995
1540,Sambiroto,850000000.0,2,47,135,110.45565500000001,-7.0324677
1542,Pleburan,2350000000.0,3,200,235,110.42420619999999,-6.9953307
1544,Banyumanik,465000000.0,2,45,110,110.42012735052951,-7.06802325
1546,Banyumanik,650000000.0,3,100,136,110.42012735052951,-7.06802325
1556,Semarang,360000000.0,2,48,104,110.4229104,-6.9903987999999995
1564,Semarang,850000000.0,3,75,120,110.4229104,-6.9903987999999995
1565,Manyaran,1200000000.0,3,75,150,110.3854405,-7.0027694
1566,Banyumanik,265000000.0,2,40,90,110.42012735052951,-7.06802325
1567,Tembalang,560126947.0,2,41,72,110.45952907126915,-7.04583375
1568,Tembalang,654306438.0,2,48,84,110.45952907126915,-7.04583375
1569,Tembalang,1100000000.0,3,165,70,110.45952907126915,-7.04583375
1570,Tembalang,495000000.0,2,50,72,110.45952907126915,-7.04583375
1580,Semarang,360000000.0,2,48,104,110.4229104,-6.9903987999999995
1584,Tembalang,635400000.0,2,60,72,110.45952907126915,-7.04583375
1585,Ngemplak,1070000000.0,3,69,72,110.39130136522728,-7.0045617500000015
1586,Sambiroto,714000000.0,3,60,81,110.45565500000001,-7.0324677
1589,Kalicari,1500000000.0,6,225,204,110.45616740000001,-6.9947557
1590,Tlogosari,475000000.0,3,80,91,110.4706497,-6.9874018
1591,Pedurungan,585000000.0,3,70,78,110.4738378,-7.0027211
1592,Banyumanik,800000000.0,3,80,140,110.42012735052951,-7.06802325
1595,Semarang,422000000.0,2,36,66,110.4229104,-6.9903987999999995
1596,Banyumanik,276000000.0,2,36,63,110.42012735052951,-7.06802325
1597,Manyaran,1100000000.0,4,120,150,110.3854405,-7.0027694
1598,Banyumanik,345000000.0,2,36,72,110.42012735052951,-7.06802325
1600,Sampangan,475000500.0,2,50,115,110.391791,-7.011075099999999
1601,Tembalang,1818834600.0,5,150,135,110.45952907126915,-7.04583375
1602,Manyaran,900000000.0,3,180,200,110.3854405,-7.0027694
1604,Banyumanik,2600000000.0,4,290,212,110.42012735052951,-7.06802325
1605,Tembalang,1800000000.0,3,140,210,110.45952907126915,-7.04583375
1607,Semarang,850000000.0,3,100,80,110.4229104,-6.9903987999999995
1608,Pedurungan,310000000.0,2,72,72,110.4738378,-7.0027211
1609,Gayamsari,750000000.0,3,120,99,110.44646192711384,-6.9777875
1610,Pedurungan,530000000.0,2,45,96,110.4738378,-7.0027211
1611,Banyumanik,675520000.0,2,45,90,110.42012735052951,-7.06802325
1612,Bulustalan,550000000.0,7,92,92,110.40385630000002,-6.9859463
1613,Semarang,2450000000.0,3,112,234,110.4229104,-6.9903987999999995
1614,Semarang,1100000000.0,3,140,160,110.4229104,-6.9903987999999995
1615,Semarang,800000000.0,3,64,164,110.4229104,-6.9903987999999995
1616,Papandayan,3100000000.0,4,183,199,110.4042196,-7.012032799999999
1617,Sendangmulyo,375000000.0,2,36,100,110.4749403,-7.0405218
1618,Gajahmungkur,1114000000.0,3,60,103,110.41821085,-7.016690199999998
1619,Bugangan,155000000.0,1,64,23,110.43780149999999,-6.9721173
1620,Bangetayu,350000000.0,2,36,72,110.47184229999999,-6.974777799999999
1621,Semarang,335000000.0,2,36,72,110.4229104,-6.9903987999999995
1622,Ngaliyan,600000000.0,3,98,72,110.32811600554784,-6.99605755
1625,Gayamsari,578800000.0,3,62,81,110.44646192711384,-6.9777875
1626,Tembalang,301000000.0,2,36,90,110.45952907126915,-7.04583375
1627,Gajahmungkur,498000000.0,3,60,135,110.41821085,-7.016690199999998
1628,Gajahmungkur,2300000000.0,6,330,195,110.41821085,-7.016690199999998
1630,Banyumanik,1700000000.0,4,150,170,110.42012735052951,-7.06802325
1633,Pedurungan,475000000.0,3,60,90,110.4826054,-7.008032400000001
1634,Pedurungan,975000000.0,5,250,150,110.47735690000002,-7.0176717
1635,Semarang,450000000.0,2,70,84,110.4229104,-6.9903987999999995
1636,Tlogomulyo,195000000.0,2,32,41,110.48109050000001,-6.9942871
1637,Ngemplak,1800000000.0,4,115,96,110.39130136522728,-7.0045617500000015
1638,Gayamsari,1425000000.0,4,105,133,110.44646192711384,-6.9777875
1639,Pedurungan,395000000.0,2,45,72,110.4826054,-7.008032400000001
1640,Pedurungan,849000000.0,4,160,130,110.4738378,-7.0027211
1641,Banyumanik,530000000.0,3,65,87,110.42012735052951,-7.06802325
1643,Ngaliyan,900000000.0,2,48,150,110.32811600554784,-6.99605755
1644,Sampangan,538000000.0,2,40,120,110.391791,-7.011075099999999
1649,Manyaran,700000000.0,2,100,100,110.3854405,-7.0027694
1650,Tembalang,335000000.0,2,42,60,110.45952907126915,-7.04583375
1651,Tembalang,340000000.0,2,27,60,110.45952907126915,-7.04583375
1652,Ngaliyan,900000000.0,2,48,150,110.32811600554784,-6.99605755
1653,Tembalang,250000000.0,2,50,72,110.45952907126915,-7.04583375
1657,Semarang,850000000.0,3,150,178,110.4229104,-6.9903987999999995
1658,Banyumanik,329000000.0,2,36,84,110.42012735052951,-7.06802325
1659,Gemah,370000000.0,2,50,63,110.46143529999999,-7.0093445999999995
1660,Pudakpayung,475000000.0,2,36,152,110.4096871,-7.094523
1661,Semarang,425000000.0,2,96,94,110.4229104,-6.9903987999999995
1663,Krapyak,2000000000.0,3,80,135,110.37030459999998,-6.983488900000001
1664,Genuk,375000000.0,4,120,130,110.47772717287395,-6.9655030500000015
1666,Sampangan,538000000.0,2,40,120,110.391791,-7.011075099999999
1669,Sambiroto,325000000.0,2,36,65,110.45565500000001,-7.0324677
1670,Ngaliyan,800000000.0,2,50,120,110.32811600554784,-6.99605755
1671,Banyumanik,875000000.0,2,70,160,110.42012735052951,-7.06802325
1672,Tembalang,800000000.0,4,216,144,110.45952907126915,-7.04583375
1673,Semarang,560000000.0,2,75,96,110.4229104,-6.9903987999999995
1674,Ngaliyan,995000000.0,2,50,120,110.32811600554784,-6.99605755
1677,Manyaran,700000000.0,2,100,100,110.3854405,-7.0027694
1678,Gayamsari,2300000000.0,4,325,245,110.44646192711384,-6.9777875
1681,Semarang,850000000.0,2,90,100,110.4229104,-6.9903987999999995
1683,Semarang,265000000.0,2,84,84,110.4229104,-6.9903987999999995
1684,Tlogosari,400000000.0,2,50,90,110.4706497,-6.9874018
1685,Banyumanik,329000000.0,2,36,84,110.42012735052951,-7.06802325
1686,Tembalang,335000000.0,2,42,60,110.45952907126915,-7.04583375
1687,Tembalang,340000000.0,2,27,60,110.45952907126915,-7.04583375
1688,Gemah,370000000.0,2,50,63,110.46143529999999,-7.0093445999999995
1693,Banyumanik,4700000000.0,4,300,225,110.42012735052951,-7.06802325
1695,Wonodri,650000000.0,3,122,122,110.4297818,-6.999397900000001
1697,Tembalang,250000000.0,2,50,72,110.45952907126915,-7.04583375
1698,Semarang,425000000.0,2,96,94,110.4229104,-6.9903987999999995
1700,Sambiroto,325000000.0,2,36,65,110.45565500000001,-7.0324677
1703,Banyumanik,875000000.0,2,70,160,110.42012735052951,-7.06802325
1704,Gayamsari,2300000000.0,4,325,245,110.44646192711384,-6.9777875
1705,Semarang,650000000.0,4,170,100,110.4229104,-6.9903987999999995
1706,Tembalang,800000000.0,4,216,144,110.45952907126915,-7.04583375
1707,Semarang,560000000.0,2,75,96,110.4229104,-6.9903987999999995
1709,Karangrejo,700000000.0,2,45,95,110.4149757,-7.024523599999999
1710,Candisari,2750000000.0,3,200,230,110.4308380541579,-7.01431585
1711,Semarang,1750000000.0,2,69,162,110.4229104,-6.9903987999999995
1713,Semarang,700000000.0,4,150,120,110.4229104,-6.9903987999999995
1715,Semarang,1500000000.0,4,200,200,110.4229104,-6.9903987999999995
1719,Semarang,395288000.0,2,36,70,110.4229104,-6.9903987999999995
1720,Semarang,870000000.0,2,45,140,110.4229104,-6.9903987999999995
1721,Semarang,4000000000.0,5,325,224,110.4229104,-6.9903987999999995
1722,Purwodinatan,700000000.0,5,168,168,110.42854070000001,-6.9708588
1725,Tawangsari,1500000000.0,3,150,180,110.38756670000001,-6.9692814
1727,Semarang,2000000000.0,3,120,126,110.4229104,-6.9903987999999995
1728,Semarang,525000000.0,2,38,120,110.4229104,-6.9903987999999995
1729,Semarang,723000000.0,2,45,133,110.4229104,-6.9903987999999995
1731,Pedurungan,530000000.0,2,45,102,110.4826054,-7.008032400000001
1732,Banyumanik,270000000.0,2,38,66,110.42012735052951,-7.06802325
1733,Semarang,700000000.0,2,96,96,110.4229104,-6.9903987999999995
1737,Gayamsari,1300000000.0,4,236,236,110.44646192711384,-6.9777875
1740,Banjardowo,775000000.0,2,50,120,110.48452379999999,-6.960528599999999
1742,Semarang,1700000000.0,3,190,200,110.4229104,-6.9903987999999995
1744,Tembalang,1300000000.0,3,190,195,110.45952907126915,-7.04583375
1746,Pedurungan,980000000.0,4,148,136,110.4826054,-7.008032400000001
1749,Semarang,1625000000.0,5,250,240,110.4229104,-6.9903987999999995
1753,Tembalang,3300000000.0,3,198,220,110.45952907126915,-7.04583375
1754,Pedurungan,724000000.0,3,72,75,110.4738378,-7.0027211
1756,Banyumanik,271034000.0,2,38,66,110.42012735052951,-7.06802325
1757,Tembalang,1250000000.0,2,150,200,110.45952907126915,-7.04583375
1762,Semarang,925000000.0,3,140,140,110.4229104,-6.9903987999999995
1763,Semarang,1600000000.0,4,250,150,110.4229104,-6.9903987999999995
1768,Semarang,1500000000.0,4,120,84,110.4229104,-6.9903987999999995
1769,Ngaliyan,2750000000.0,4,120,218,110.32811600554784,-6.99605755
1770,Pedurungan,4980000000.0,3,63,68,110.4826054,-7.008032400000001
1771,Gayamsari,900000000.0,2,80,104,110.44646192711384,-6.9777875
1772,Gayamsari,1400000000.0,6,180,117,110.44646192711384,-6.9777875
1773,Banyumanik,850000000.0,3,70,100,110.42012735052951,-7.06802325
1777,Meteseh,325000000.0,1,60,60,110.46683,-7.0627334
1778,Tembalang,1100000000.0,4,150,150,110.45952907126915,-7.04583375
1784,Tembalang,1300000000.0,2,98,120,110.45952907126915,-7.04583375
1785,Genuk,320000000.0,2,36,72,110.47772717287395,-6.9655030500000015
1786,Panggung,750000000.0,2,100,100,110.4050445,-6.958015299999999
1788,Manyaran,1899500000.0,3,115,128,110.3854405,-7.0027694
1789,Banyumanik,750000000.0,3,75,109,110.42012735052951,-7.06802325
1790,Pedurungan,495000000.0,2,60,118,110.4738378,-7.0027211
1794,Tembalang,635000000.0,2,38,128,110.45952907126915,-7.04583375
1795,Semarang,1400000000.0,6,180,180,110.4229104,-6.9903987999999995
1797,Banyumanik,804000000.0,3,80,120,110.42012735052951,-7.06802325
1798,Banyumanik,1359000000.0,3,80,166,110.42012735052951,-7.06802325
1800,Tembalang,635000000.0,2,38,128,110.45952907126915,-7.04583375
1802,Banyumanik,550000000.0,2,54,85,110.42012735052951,-7.06802325
1807,Semarang,750000000.0,2,204,204,110.4229104,-6.9903987999999995
1808,Candisari,3000000000.0,5,200,228,110.4308380541579,-7.01431585
1809,Tembalang,1400000000.0,4,270,15,110.45952907126915,-7.04583375
1811,Kembangarum,3500000000.0,4,160,230,110.3743815,-6.9959484
1813,Tembalang,787500060.0,3,60,98,110.45952907126915,-7.04583375
1818,Tembalang,635000000.0,2,38,128,110.45952907126915,-7.04583375
1819,Panggung,850000000.0,3,127,120,110.4050445,-6.958015299999999
1820,Karangayu,1250000000.0,3,102,161,110.39480390000001,-6.979164
1821,Panggung,850000000.0,2,120,120,110.40634270000001,-6.965768300000001
1823,Semarang,1200000000.0,6,200,132,110.4229104,-6.9903987999999995
1824,Semarang,900000000.0,3,100,120,110.4229104,-6.9903987999999995
1825,Genuk,1400000000.0,3,200,132,110.47772717287395,-6.9655030500000015
1826,Tlogomulyo,635000000.0,2,55,150,110.48109050000001,-6.9942871
1827,Tawang,2000000000.0,3,120,192,110.3928981,-6.972591900000001
1828,Manyaran,723888000.0,2,50,120,110.3854405,-7.0027694
1829,Tembalang,1300000000.0,3,190,195,110.45952907126915,-7.04583375
1830,Banyumanik,5000000000.0,4,250,220,110.42012735052951,-7.06802325
1831,Panggung,850000000.0,3,127,120,110.4050445,-6.958015299999999
1832,Banyumanik,1592000000.0,3,85,188,110.42012735052951,-7.06802325
1836,Bangetayu,350000000.0,2,36,70,110.47184229999999,-6.974777799999999
1837,Banyumanik,1700000000.0,6,250,128,110.42012735052951,-7.06802325
1839,Pedurungan,440123000.0,3,60,83,110.4738378,-7.0027211
1840,Tembalang,600000000.0,3,50,128,110.45952907126915,-7.04583375
1843,Pedurungan,760000000.0,3,69,90,110.4738378,-7.0027211
1847,Puri,1275000000.0,3,115,135,110.38619879999999,-6.970017299999999
1848,Semarang,600000000.0,3,120,100,110.4229104,-6.9903987999999995
1849,Semarang,1950000000.0,5,150,144,110.4229104,-6.9903987999999995
1851,Karangrejo,1400000000.0,3,225,243,110.4149757,-7.024523599999999
1852,Ngaliyan,1850000000.0,3,171,147,110.32811600554784,-6.99605755
1853,Ngaliyan,600000000.0,3,75,170,110.32811600554784,-6.99605755
1857,Semarang,2800000000.0,4,235,169,110.4229104,-6.9903987999999995
1858,Pedurungan,500000000.0,2,80,99,110.47735690000002,-7.0176717
1860,Semarang,4000000000.0,5,222,144,110.4229104,-6.9903987999999995
1862,Tembalang,1250000000.0,4,120,120,110.45952907126915,-7.04583375
1863,Gabahan,1300000000.0,2,80,85,110.4257382,-6.9801982
1864,Tembalang,635000000.0,2,30,60,110.45952907126915,-7.04583375
1865,Tlogomulyo,390000000.0,2,45,83,110.48109050000001,-6.9942871
1866,Semarang,1900000000.0,4,140,170,110.4229104,-6.9903987999999995
1868,Ngaliyan,975000000.0,2,130,210,110.32811600554784,-6.99605755
1869,Semarang,1200000000.0,2,70,120,110.4229104,-6.9903987999999995
1870,Semarang,1000000000.0,2,72,120,110.4229104,-6.9903987999999995
1872,Ngaliyan,800000000.0,4,160,90,110.32811600554784,-6.99605755
1873,Semarang,1750000000.0,3,200,240,110.4229104,-6.9903987999999995
1874,Tembalang,300000000.0,2,90,90,110.45952907126915,-7.04583375
1878,Pedurungan,850000000.0,5,160,200,110.4826054,-7.008032400000001
1879,Kranggan,1650000000.0,3,110,55,110.4263534,-6.9765142
1880,Banyumanik,1800000000.0,4,230,176,110.42012735052951,-7.06802325
1881,Semarang,750000000.0,1,99,99,110.4229104,-6.9903987999999995
1884,Semarang,1633250000.0,2,97,90,110.4229104,-6.9903987999999995
1885,Semarang,2000000000.0,4,180,240,110.4229104,-6.9903987999999995
1886,Semarang,400000000.0,2,70,70,110.4229104,-6.9903987999999995
1888,Semarang,850000000.0,3,90,116,110.4229104,-6.9903987999999995
1889,Tembalang,2100000000.0,2,136,180,110.45952907126915,-7.04583375
1890,Pedurungan,470000000.0,2,45,90,110.4738378,-7.0027211
1891,Semarang,1400000000.0,3,110,135,110.4229104,-6.9903987999999995
1892,Semarang,1000000000.0,2,65,120,110.4229104,-6.9903987999999995
1893,Pedurungan,495000000.0,2,60,118,110.4738378,-7.0027211
1894,Puri,2750000000.0,3,264,240,110.38619879999999,-6.970017299999999
1898,Jrakah,980000000.0,3,115,126,110.36092889804115,-6.987191999999999
1900,Panggung,575000000.0,3,110,120,110.4050445,-6.958015299999999
1901,Manyaran,1275000000.0,3,79,104,110.3854405,-7.0027694
1902,Tembalang,756000000.0,2,32,72,110.45952907126915,-7.04583375
1903,Semarang,1750000000.0,4,190,240,110.4229104,-6.9903987999999995
1904,Banyumanik,299000000.0,2,36,72,110.42012735052951,-7.06802325
1913,Semarang,1800000000.0,3,176,176,110.4229104,-6.9903987999999995
1916,Semarang,995000000.0,2,120,91,110.4229104,-6.9903987999999995
1918,Semarang,1100000000.0,3,100,118,110.4229104,-6.9903987999999995
1929,Pedurungan,360000000.0,2,45,74,110.4738378,-7.0027211
1931,Sampangan,475000000.0,2,38,120,110.391791,-7.011075099999999
1932,Jatingaleh,895000000.0,3,75,100,110.423676,-7.0255334000000005
1934,Pedurungan,375000000.0,3,60,100,110.4738378,-7.0027211
1937,Tembalang,183333333.0,2,32,66,110.45952907126915,-7.04583375
1938,Tembalang,165000000.0,2,30,60,110.45952907126915,-7.04583375
1941,Panggung,575000000.0,3,110,120,110.4050445,-6.958015299999999
1942,Tembalang,756000000.0,2,32,72,110.45952907126915,-7.04583375
1943,Meteseh,321280000.0,2,36,60,110.46683,-7.0627334
1944,Krapyak,2100000000.0,4,150,180,110.37030459999998,-6.983488900000001
1946,Ngaliyan,650000000.0,7,110,140,110.32811600554784,-6.99605755
1947,Ngaliyan,568000000.0,2,36,120,110.32811600554784,-6.99605755
1950,Jatingaleh,700000000.0,2,45,97,110.423676,-7.0255334000000005
1951,Genuk,950000000.0,5,250,148,110.47772717287395,-6.9655030500000015
1952,Karangayu,715000000.0,2,70,160,110.39480390000001,-6.979164
1953,Gajahmungkur,900000000.0,2,80,93,110.41821085,-7.016690199999998
1954,Semarang,850000000.0,3,60,90,110.4229104,-6.9903987999999995
1956,Tembalang,1500000000.0,2,80,144,110.45952907126915,-7.04583375
1957,Sambiroto,750000000.0,2,50,127,110.45565500000001,-7.0324677
1958,Tambakharjo,350000000.0,3,75,75,110.3667517,-6.9804284
1960,Banyumanik,299000000.0,2,36,72,110.42012735052951,-7.06802325
1963,Gayamsari,1300000000.0,4,150,175,110.44646192711384,-6.9777875
1965,Tembalang,802314000.0,2,40,90,110.45952907126915,-7.04583375
1966,Pedurungan,395000000.0,2,45,72,110.4738378,-7.0027211
1967,Jatibarang,450000000.0,1,30,36,110.33593229999998,-7.0532533
1968,Tembalang,440000000.0,2,45,77,110.45952907126915,-7.04583375
1969,Tembalang,320000000.0,2,38,60,110.45952907126915,-7.04583375
1970,Tembalang,475000000.0,2,78,78,110.45952907126915,-7.04583375
1973,Semarang,600000000.0,3,120,120,110.4229104,-6.9903987999999995
1976,Bangetayu,300000000.0,2,36,72,110.47184229999999,-6.974777799999999
1977,Tembalang,240000000.0,2,45,72,110.45952907126915,-7.04583375
1978,Tembalang,600000000.0,3,70,128,110.45952907126915,-7.04583375
1979,Puri,2000000000.0,4,150,180,110.38619879999999,-6.970017299999999
1980,Sendangmulyo,575000000.0,2,65,127,110.4749403,-7.0405218
1982,Semarang,1800000000.0,3,176,176,110.4229104,-6.9903987999999995
1985,Semarang,995000000.0,2,120,91,110.4229104,-6.9903987999999995
1991,Tlogosari,545000000.0,3,96,96,110.4706497,-6.9874018
1992,Banyumanik,1600000000.0,4,120,148,110.42012735052951,-7.06802325
1994,Manyaran,925000000.0,3,150,120,110.3854405,-7.0027694
1997,Banyumanik,299000000.0,2,36,72,110.42012735052951,-7.06802325
1998,Banyumanik,2100000000.0,4,200,240,110.42012735052951,-7.06802325
1999,Banyumanik,714000000.0,3,63,84,110.42012735052951,-7.06802325
2000,Banyumanik,270000000.0,2,38,66,110.42012735052951,-7.06802325
2001,Banyumanik,477000000.0,2,45,82,110.42012735052951,-7.06802325
2002,Banyumanik,271000000.0,2,38,66,110.42012735052951,-7.06802325
2004,Ngaliyan,525000000.0,2,45,120,110.32811600554784,-6.99605755
2005,Tembalang,1300000000.0,3,190,195,110.45952907126915,-7.04583375
2006,Palebon,1300000000.0,3,170,140,110.4658513,-7.0043041
2008,Semarang,1633250000.0,2,97,90,110.4229104,-6.9903987999999995
2009,Tembalang,4400000000.0,5,273,220,110.45952907126915,-7.04583375
2011,Pedurungan,450000000.0,3,60,83,110.4738378,-7.0027211
2012,Pedurungan,550000000.0,2,125,116,110.4738378,-7.0027211
2013,Pedurungan,495000000.0,2,60,118,110.4738378,-7.0027211
2014,Semarang,1950000000.0,3,246,246,110.4229104,-6.9903987999999995
2016,Sendangmulyo,575000000.0,2,65,127,110.4749403,-7.0405218
2017,Tembalang,500000000.0,2,40,78,110.45952907126915,-7.04583375
2018,Puri,900000000.0,1,200,210,110.38619879999999,-6.970017299999999
2019,Puri,950000000.0,3,135,135,110.38619879999999,-6.970017299999999
2020,Semarang,440000000.0,3,60,83,110.4229104,-6.9903987999999995
2021,Ngaliyan,400000000.0,2,72,72,110.32811600554784,-6.99605755
2024,Manyaran,1100000000.0,3,82,159,110.3854405,-7.0027694
2025,Tembalang,320000000.0,2,38,60,110.45952907126915,-7.04583375
2026,Tembalang,440000000.0,2,45,77,110.45952907126915,-7.04583375
2027,Semarang,135000000.0,2,27,27,110.4229104,-6.9903987999999995
2028,Tembalang,475000000.0,2,78,78,110.45952907126915,-7.04583375
2030,Panggung,900000000.0,2,200,120,110.4050445,-6.958015299999999
2031,Tambakharjo,850000000.0,3,108,108,110.3667517,-6.9804284
2033,Sambiroto,1300000000.0,3,76,126,110.45565500000001,-7.0324677
2037,Pedurungan,400000000.0,2,84,84,110.47735690000002,-7.0176717
2038,Karangayu,2300000000.0,2,180,200,110.39480390000001,-6.979164
2040,Banyumanik,540000000.0,3,60,80,110.42012735052951,-7.06802325
2041,Tembalang,3000000000.0,4,194,220,110.45952907126915,-7.04583375
2042,Banyumanik,1600000000.0,4,230,135,110.42012735052951,-7.06802325
2043,Banyumanik,895000000.0,3,80,190,110.42012735052951,-7.06802325
2044,Banyumanik,1100000000.0,3,107,84,110.42012735052951,-7.06802325
2045,Banyumanik,650000000.0,3,100,100,110.42012735052951,-7.06802325
2047,Muktiharjo,750000000.0,4,130,144,110.45748710000001,-6.9617853
2048,Tembalang,1300000000.0,6,168,92,110.45952907126915,-7.04583375
2049,Genuk,335000000.0,2,55,70,110.47772717287395,-6.9655030500000015
2050,Genuk,335000000.0,2,36,72,110.47772717287395,-6.9655030500000015
2051,Majapahit,440000000.0,2,45,78,110.4495412,-7.0027481
2052,Semarang,615000000.0,2,41,165,110.4229104,-6.9903987999999995
2053,Sampangan,487000000.0,2,38,138,110.391791,-7.011075099999999
2054,Gunungpati,850000000.0,2,150,120,110.3545706,-7.092623700000001
2056,Pedurungan,395000000.0,2,45,72,110.4738378,-7.0027211
2057,Jatibarang,450000000.0,1,30,36,110.33593229999998,-7.0532533
2058,Banyumanik,699000000.0,3,70,78,110.42012735052951,-7.06802325
2059,Sampangan,450000222.0,2,45,110,110.391791,-7.011075099999999
2060,Genuk,390000000.0,2,36,72,110.47772717287395,-6.9655030500000015
2061,Pedurungan,385000000.0,2,60,86,110.4826054,-7.008032400000001
